trade_date,ts_code,trade_date,close,open,high,low,Z_close,Z_open,Z_high,Z_low
2009-06-16,000001.SH,20090616,2776.022,2762.741,2797.483,2753.694,1.229466345470204,1.1931377684070952,1.2881703280280978,1.1683907887602352
2009-06-17,000001.SH,20090617,2810.123,2771.521,2813.613,2744.218,1.3461074442441416,1.2391427691246089,1.3557781016237371,1.1634871936417674
2009-06-18,000001.SH,20090618,2853.903,2812.989,2855.415,2810.853,1.4906906585701472,1.375949623750566,1.4949309783787024,1.3699593306876872
2009-06-19,000001.SH,20090619,2880.492,2861.177,2886.499,2847.358,1.587867263288173,1.5330919283860307,1.6049024916991046,1.4939026789419354
2009-06-22,000001.SH,20090622,2896.302,2900.572,2923.236,2884.131,1.6408412875858154,1.652996177568586,1.7175110315661295,1.6061955812672426
2009-06-23,000001.SH,20090623,2892.697,2853.491,2941.055,2841.902,1.6365110833607766,1.5246041179074081,1.7745409011283104,1.4915252569514557
2009-06-24,000001.SH,20090624,2922.299,2889.046,2923.47,2880.285,1.7226272186375298,1.6276446555076434,1.7259720170444428,1.6026200792113414
2009-06-25,000001.SH,20090625,2925.046,2926.62,2946.898,2909.09,1.72801226667511,1.7325034382227171,1.7903636520997,1.6824842277846324
2009-06-26,000001.SH,20090626,2928.211,2930.502,2937.614,2910.345,1.7346606625052048,1.7411910227421665,1.7614633588422401,1.6837346843325511
2009-06-29,000001.SH,20090629,2975.314,2930.313,2976.922,2918.39,1.860747557438279,1.7328963989638668,1.8653160039800643,1.6990222770001226
2009-06-30,000001.SH,20090630,2959.362,2990.118,2997.272,2953.364,1.8145505331477383,1.901898320445559,1.922215854270784,1.7975160674105704
2009-07-01,000001.SH,20090701,3008.15,2950.169,3009.706,2947.69,1.9411908885899631,1.7772830938069475,1.9455895800351328,1.7702751528734164
2009-07-02,000001.SH,20090702,3060.254,3015.077,3062.564,3015.077,2.0765141409874017,1.9493782250444736,2.0830148817587713,1.9493782250444736
2009-07-03,000001.SH,20090703,3088.367,3035.814,3088.862,3029.546,2.1386995002308464,1.991718022579959,2.1400839279787807,1.974187531420258
2009-07-06,000001.SH,20090706,3124.667,3091.478,3128.31,3090.099,2.2224526022032896,2.1302182101549456,2.2325767364113744,2.1263858793635793
2009-07-07,000001.SH,20090707,3089.45,3118.268,3130.067,3077.476,2.114500750746201,2.1942842024741536,2.2269500691872532,2.0813503915612994
2009-07-08,000001.SH,20090708,3080.774,3057.46,3097.964,3011.214,2.0809649217931314,2.0166527945077397,2.1283838746985055,1.8890822944459638
2009-07-09,000001.SH,20090709,3123.035,3073.518,3123.51,3064.209,2.178437365795563,2.042778148970334,2.1797386992364425,2.0172747531784627
2009-07-10,000001.SH,20090710,3113.932,3124.789,3140.044,3099.987,2.1350526489897894,2.164598604343349,2.2061131616721257,2.0971030913398523
2009-07-13,000001.SH,20090713,3080.556,3098.956,3112.875,3076.302,2.025898633109742,2.0756357352849863,2.1132602312185305,2.0143996313350963
2009-07-14,000001.SH,20090714,3145.157,3088.58,3147.592,3088.58,2.1775846875974523,2.025880419344331,2.184113840666656,2.025880419344331
2009-07-15,000001.SH,20090715,3188.551,3156.625,3188.91,3156.625,2.269562474804416,2.1846755944295415,2.270517006848974,2.1846755944295415
2009-07-16,000001.SH,20090716,3183.742,3209.775,3221.068,3175.957,2.2323464533913167,2.300980250161638,2.33075328695829,2.211821961098574
2009-07-17,000001.SH,20090717,3189.741,3181.063,3197.231,3158.566,2.228046964522457,2.20533085715343,2.24765328443419,2.1464412204305665
2009-07-20,000001.SH,20090720,3266.92,3203.888,3269.18,3192.904,2.4046579474900436,2.241070978728837,2.4105233261770644,2.2125642001897923
2009-07-21,000001.SH,20090721,3213.206,3275.667,3279.587,3207.501,2.2494521076004443,2.4106408239496604,2.4207568926659624,2.234729614736541
2009-07-22,000001.SH,20090722,3296.615,3207.987,3301.427,3207.257,2.440192318981601,2.2133535370122783,2.452508384094618,2.2114851397694473
2009-07-23,000001.SH,20090723,3328.49,3301.103,3331.063,3289.224,2.4941000980944374,2.4246417363188537,2.5006256892452976,2.3945144540487195
2009-07-24,000001.SH,20090724,3372.603,3343.756,3398.049,3306.911,2.575697204530001,2.503247834079966,2.6396049481592017,2.4107114506005227
2009-07-27,000001.SH,20090727,3435.212,3377.716,3435.933,3376.286,2.692930318906796,2.5503017823455596,2.694718881152181,2.546754425881066
2009-07-28,000001.SH,20090728,3438.371,3434.32,3439.924,3392.428,2.659341523998031,2.6494199828680656,2.6631450671663446,2.5468198345055533
2009-07-29,000001.SH,20090729,3266.432,3419.991,3454.019,3174.214,2.213529583960799,2.5864103293640293,2.6690390649287377,1.989600562675202
2009-07-30,000001.SH,20090730,3321.56,3281.203,3336.64,3215.753,2.3216893905623457,2.2245487314153713,2.357987458801718,2.067008375562126
2009-07-31,000001.SH,20090731,3412.062,3354.679,3414.145,3333.718,2.5095563608706772,2.3727805514010774,2.5145213158421007,2.322818755358829
2009-08-03,000001.SH,20090803,3462.59,3429.693,3465.173,3398.448,2.5955649380791943,2.518007472333169,2.6016545795061314,2.4443447366054554
2009-08-04,000001.SH,20090804,3471.442,3477.112,3478.01,3404.818,2.5819823872016667,2.5952038295819593,2.597297807581519,2.42662694149715
2009-08-05,000001.SH,20090805,3428.501,3467.047,3468.097,3385.424,2.4549919513438136,2.54407381041664,2.546500416342715,2.355438709936659
2009-08-06,000001.SH,20090806,3356.33,3401.479,3419.744,3309.606,2.266151665625073,2.369691813954064,2.411578916862856,2.1589995716579033
2009-08-07,000001.SH,20090807,3260.69,3352.659,3374.461,3244.101,2.0327328257216988,2.242527199762756,2.292260663678239,1.9948909564943822
2009-08-10,000001.SH,20090810,3249.76,3287.759,3307.885,3201.06,1.992998156805016,2.0791954906149313,2.1248495220436103,1.8825265613276898
2009-08-11,000001.SH,20090811,3264.726,3261.406,3273.021,3222.707,2.0111515667369866,2.003664900112345,2.029856958198251,1.9163978785138567
2009-08-12,000001.SH,20090812,3112.719,3255.985,3255.986,3104.565,1.6589060369096227,1.980722286019231,1.980724532304107,1.6405898300270425
2009-08-13,000001.SH,20090813,3140.56,3112.573,3150.365,3060.119,1.7114896241312292,1.6488765857487657,1.733425553003207,1.5315255186349734
2009-08-14,000001.SH,20090814,3046.972,3138.146,3146.005,3039.305,1.49469606057157,1.698031909926078,1.7155590167775605,1.4775971512662738
2009-08-17,000001.SH,20090817,2870.63,2994.866,3020.264,2867.394,1.0982482102754954,1.3749210667535348,1.431482266476878,1.0910416569128387
2009-08-18,000001.SH,20090818,2910.884,2845.335,2920.639,2827.113,1.1842432135452223,1.0385069179837418,1.205931684203848,0.9979936107216733
2009-08-19,000001.SH,20090819,2785.584,2916.095,2929.063,2761.395,0.9047588009764103,1.194801009947222,1.2236205528664668,0.8510021751533385
2009-08-20,000001.SH,20090820,2911.582,2798.37,2914.64,2798.37,1.1793829742636928,0.9283581405643627,1.1861634740468654,0.9283581405643627
2009-08-21,000001.SH,20090821,2960.771,2905.053,2969.521,2883.273,1.280020154371376,1.1568723036006425,1.2993593929342089,1.1087341760693863
2009-08-24,000001.SH,20090824,2993.429,2982.192,3004.904,2944.923,1.3427052490038727,1.3179575776553376,1.367977076780364,1.235878645245571
2009-08-25,000001.SH,20090825,2915.803,2980.1,2980.1,2823.637,1.1645163968743,1.3057409040202894,1.3057409040202894,0.9620793014325651
2009-08-26,000001.SH,20090826,2967.595,2889.735,2995.803,2872.264,1.2695705573070752,1.0991035467414678,1.3313292708189517,1.0608524660634335
2009-08-27,000001.SH,20090827,2946.395,2947.827,2988.028,2909.893,1.2152882568330974,1.218414327592301,1.3061735249321906,1.1356040146177127
2009-08-28,000001.SH,20090828,2860.688,2938.423,2949.432,2843.109,1.0214136596784609,1.1907633871650392,1.2147470644005154,0.9831168968369275
2009-08-31,000001.SH,20090831,2667.745,2817.629,2817.629,2662.997,0.5978674760896675,0.9241709771339653,0.9241709771339653,0.5875308889759107
2009-09-01,000001.SH,20090901,2683.724,2649.168,2727.077,2639.759,0.6308669817992231,0.5556850092434673,0.7251882011593829,0.5352142608994138
2009-09-02,000001.SH,20090902,2714.974,2681.33,2729.706,2669.217,0.6957456736047242,0.6226177996820734,0.7277668315713299,0.5962892437188987
2009-09-03,000001.SH,20090903,2845.024,2722.305,2854.161,2715.619,0.9727808400245083,0.7065464979445495,0.9926032243625865,0.6920414676627958
2009-09-04,000001.SH,20090904,2861.609,2841.171,2875.983,2827.576,1.0028817763305231,0.9586314519705011,1.0340029311573633,0.9291969104461599
2009-09-07,000001.SH,20090907,2881.116,2877.622,2919.35,2860.0,1.0383305771031726,1.0307818798268003,1.120934152279131,0.992710001348202
2009-09-08,000001.SH,20090908,2930.475,2865.695,2931.23,2831.852,1.137010520312769,0.9974128847135619,1.1386375072667272,0.9244829251336912
2009-09-09,000001.SH,20090909,2946.259,2944.174,2962.287,2900.111,1.162799495506473,1.1583184764322687,1.197246389377623,1.0636196066640817
2009-09-10,000001.SH,20090910,2924.883,2934.958,2958.954,2911.212,1.1096180656907555,1.131217578608339,1.1826619371165592,1.0803091881625897
2009-09-11,000001.SH,20090911,2989.792,2917.193,2999.328,2915.904,1.2393722767747772,1.084198541732874,1.2597546062470786,1.0814434219038263
2009-09-14,000001.SH,20090914,3026.741,2990.933,3033.083,2984.835,1.3078599552106382,1.231578207412319,1.3213703116822912,1.2185876439048864
2009-09-15,000001.SH,20090915,3033.728,3029.097,3050.426,2999.433,1.3120255493214377,1.3021925033329034,1.3474805702492174,1.2392066522847733
2009-09-16,000001.SH,20090916,2999.71,3027.506,3028.564,2960.591,1.2301816621854764,1.2890324342495016,1.291272472990462,1.1473573942198474
2009-09-17,000001.SH,20090917,3060.26,3015.586,3064.234,3015.586,1.346827283145467,1.252545988432034,1.3552141270634317,1.252545988432034
2009-09-18,000001.SH,20090918,2962.667,3063.309,3068.028,2940.83,1.1318771158325485,1.343876663852332,1.3538171048919105,1.0858780882883026
2009-09-21,000001.SH,20090921,2967.011,2937.926,2968.701,2871.646,1.132037749900763,1.070885815111782,1.1355910168697636,0.9315304691322858
2009-09-22,000001.SH,20090922,2897.553,2956.129,2982.895,2896.937,0.9785596829212476,1.1015650635247511,1.1577717354933628,0.9772661272934862
2009-09-23,000001.SH,20090923,2842.721,2897.808,2924.198,2825.859,0.8567328733500734,0.972368511484968,1.0277649660092631,0.8213370788753226
2009-09-24,000001.SH,20090924,2853.554,2824.583,2886.256,2783.106,0.872665110323081,0.811875937271187,0.9412829535850681,0.7248457163373773
2009-09-25,000001.SH,20090925,2838.842,2836.699,2864.075,2812.918,0.8350315961940774,0.830533199610787,0.8879984841950864,0.7806142219405929
2009-09-28,000001.SH,20090928,2763.525,2844.37,2857.948,2752.773,0.6709299852464845,0.8408728611399005,0.8694149400425017,0.6483283920544998
2009-09-29,000001.SH,20090929,2754.54,2763.764,2779.691,2712.299,0.6460613485168478,0.6654864844699723,0.6990276965607574,0.5571045870472127
2009-09-30,000001.SH,20090930,2779.426,2772.569,2803.858,2763.712,0.6927723973307315,0.6783280704985907,0.7442386060463317,0.6596707272358997
2009-10-09,000001.SH,20091009,2911.715,2840.131,2912.55,2834.618,0.9643897190691554,0.8138168891522836,0.9661460935799482,0.8022206104959959
2009-10-12,000001.SH,20091012,2894.483,2927.021,2932.078,2893.573,0.9213085591732548,0.9896724295486906,1.0002974247078449,0.919396606316851
2009-10-13,000001.SH,20091013,2936.191,2889.788,2937.824,2886.959,1.0014334630023323,0.9040851410959627,1.0048593149876162,0.8981502144172321
2009-10-14,000001.SH,20091014,2970.532,2945.669,3010.611,2943.742,1.0656900142593475,1.0136368921699137,1.1495993204662567,1.0096025292102417
2009-10-15,000001.SH,20091015,2979.788,2994.89,3014.26,2967.108,1.0771272950188677,1.1086791411916816,1.149147904293749,1.0506356111709483
2009-10-16,000001.SH,20091016,2976.633,2992.745,3008.179,2931.92,1.062258374562043,1.0958690793804882,1.1280654310542644,0.9689840793443719
2009-10-19,000001.SH,20091019,3038.273,2974.644,3039.605,2962.307,1.1812335031344705,1.0487595534909586,1.1840066930466984,1.023074235212312
2009-10-20,000001.SH,20091020,3084.454,3062.551,3084.944,3053.643,1.2666800010078993,1.221168467654943,1.2676981561164662,1.2026588233547044
2009-10-21,000001.SH,20091021,3070.589,3080.52,3105.514,3062.56,1.2276453107433334,1.2482468414132069,1.300096066824829,1.2109894160954213
2009-10-22,000001.SH,20091022,3051.412,3068.678,3080.663,3045.033,1.1782555897996025,1.2140442625763794,1.238886567871739,1.165033306488873
2009-10-23,000001.SH,20091023,3107.847,3057.387,3123.463,3057.387,1.2843250338534489,1.1799275490951404,1.3166332209716762,1.1799275490951404
2009-10-26,000001.SH,20091026,3109.566,3114.294,3123.364,3083.183,1.2771502374329178,1.286918579075362,1.3056577623869035,1.2226413208608795
2009-10-27,000001.SH,20091027,3021.459,3086.091,3086.091,3020.494,1.0864201301974654,1.2199197870551075,1.2199197870551075,1.084426888941314
2009-10-28,000001.SH,20091028,3031.329,3014.182,3038.059,2974.258,1.0981822975473872,1.0627462775608323,1.1120905272382664,0.9802392698076875
2009-10-29,000001.SH,20091029,2960.466,2975.199,2993.435,2952.014,0.9442253152058193,0.9747027034838215,1.0124265650624298,0.9267411038621918
2009-10-30,000001.SH,20091030,2995.848,3007.25,3027.131,2983.93,1.0094014748574238,1.032996880883052,1.074138809246103,0.9847382535792764
2009-11-02,000001.SH,20091102,3076.649,2933.817,3077.907,2923.525,1.1672674496178579,0.8717306927294214,1.1698704044190629,0.8504352946260848
2009-11-03,000001.SH,20091103,3114.227,3085.744,3121.202,3078.944,1.235271125569472,1.176324203354795,1.249706219571066,1.1622512801704457
2009-11-04,000001.SH,20091104,3128.537,3119.313,3141.453,3096.354,1.2550736151020585,1.2359768460124765,1.2818140606312274,1.1884440271131125
2009-11-05,000001.SH,20091105,3155.053,3133.505,3158.718,3122.524,1.299969526596311,1.2553302734636171,1.3075620114084199,1.2325818216977862
2009-11-06,000001.SH,20091106,3164.037,3176.137,3183.574,3156.993,1.3095373486311281,1.3346576509146744,1.3500972945578749,1.294913595797633
2009-11-09,000001.SH,20091109,3175.585,3162.146,3176.661,3141.77,1.323937905921146,1.2959957432142002,1.3261751086202065,1.25363027648924
2009-11-10,000001.SH,20091110,3178.61,3203.171,3211.105,3176.255,1.3212659191662877,1.372451885250782,1.3889866132714,1.3163580184240953
2009-11-11,000001.SH,20091111,3175.192,3176.311,3186.595,3149.071,1.304958016890842,1.3072945079256681,1.3287676748623518,1.2504169245577867
2009-11-12,000001.SH,20091112,3172.945,3181.457,3199.869,3163.078,1.29161633073613,1.3094352796047553,1.3479788048125965,1.2709608363180454
2009-11-13,000001.SH,20091113,3187.647,3164.65,3189.091,3127.502,1.3137446389113374,1.2654726549107573,1.316775675346387,1.18749693365783
2009-11-16,000001.SH,20091116,3275.048,3206.428,3275.549,3206.428,1.487173777784819,1.3428421970974382,1.4882275539714178,1.3428421970974382
2009-11-17,000001.SH,20091117,3282.889,3291.044,3298.379,3275.305,1.4929350842794884,1.5101105880218801,1.5255590637975327,1.476962181718813
2009-11-18,000001.SH,20091118,3303.234,3287.265,3315.872,3274.212,1.5253868817002345,1.491691026165548,1.552054063254957,1.4641481617222982
2009-11-19,000001.SH,20091119,3320.612,3311.188,3329.028,3285.805,1.5510198371477566,1.5311070477619186,1.5688027356485215,1.4774730990160851
2009-11-20,000001.SH,20091120,3308.346,3309.376,3332.531,3280.184,1.5129985767733491,1.515174833591747,1.5640983545917402,1.4534959121911073
2009-11-23,000001.SH,20091123,3338.663,3312.974,3339.305,3305.502,1.5646895263170375,1.5104060860008641,1.5660461368773153,1.4946169986077207
2009-11-24,000001.SH,20091124,3223.526,3352.22,3361.386,3214.026,1.3118509520217723,1.5841884504971504,1.603585201791114,1.2917474022407718
2009-11-25,000001.SH,20091125,3290.165,3214.815,3291.173,3188.019,1.4413375893745308,1.281894693417664,1.4434705480888572,1.2251935409284769
2009-11-26,000001.SH,20091126,3170.98,3296.014,3305.327,3160.35,1.1800064789375584,1.4447649862357674,1.4644851901680438,1.1574975379088783
2009-11-27,000001.SH,20091127,3096.265,3137.297,3169.755,3080.885,1.0138555688466466,1.1008274024087998,1.1696257006579802,0.981255968530165
2009-11-30,000001.SH,20091130,3195.301,3114.29,3195.879,3114.29,1.214914641546388,1.0429175272998688,1.2161418123260905,1.0429175272998688
2009-12-01,000001.SH,20091201,3235.363,3191.058,3240.661,3173.416,1.2896845280917586,1.1956210377576815,1.300932657462935,1.1581654888021733
2009-12-02,000001.SH,20091202,3269.752,3252.979,3278.27,3245.964,1.3519766259823902,1.3163629969955972,1.3700626506475961,1.301468249046969
2009-12-03,000001.SH,20091203,3264.628,3267.995,3270.367,3227.772,1.3307587821605065,1.3379109272115326,1.3429495040042376,1.2524696648451972
2009-12-04,000001.SH,20091204,3317.044,3256.614,3319.129,3214.84,1.4313705125246037,1.3028944838664143,1.435803286308359,1.2140816819275229
2009-12-07,000001.SH,20091207,3331.897,3313.06,3334.011,3302.134,1.4521450257708408,1.4120591092104322,1.4566437053699652,1.3888081284630192
2009-12-08,000001.SH,20091208,3296.664,3330.326,3330.382,3260.671,1.3672551381855251,1.4389889298033012,1.439108265919117,1.2905539807469102
2009-12-09,000001.SH,20091209,3239.568,3258.003,3284.645,3228.204,1.2367442790617422,1.2761036983346132,1.332985371687899,1.2124817110868626
2009-12-10,000001.SH,20091210,3254.264,3258.354,3276.126,3225.562,1.2595812694670758,1.2683356661129233,1.3063755529564482,1.198146381318143
2009-12-11,000001.SH,20091211,3247.318,3260.448,3280.939,3242.373,1.236204140046332,1.26437601811372,1.308341741912567,1.225594091528187
2009-12-14,000001.SH,20091214,3302.904,3246.951,3315.034,3178.229,1.346150926438456,1.2258550132291082,1.3722297680953714,1.0781064430439022
2009-12-15,000001.SH,20091215,3274.46,3283.598,3303.176,3267.935,1.275658650473519,1.2953330622550268,1.3374851342465306,1.2616101128422712
2009-12-16,000001.SH,20091216,3255.213,3262.862,3299.331,3246.607,1.2251000388711715,1.2415900165904203,1.3202111432008654,1.2065469275818708
2009-12-17,000001.SH,20091217,3179.078,3261.608,3272.975,3176.626,1.0530852757507108,1.2313528091645085,1.2559059056423296,1.0477888745398714
2009-12-18,000001.SH,20091218,3113.886,3154.815,3169.582,3108.03,0.9050707008035084,0.9936325156206183,1.0255852220000619,0.8923995388506395
2009-12-21,000001.SH,20091221,3122.973,3108.067,3123.986,3088.003,0.9175981196662332,0.885267717976861,0.9197952682581647,0.8417498607720065
2009-12-22,000001.SH,20091222,3050.52,3126.615,3129.314,3039.858,0.7539734751672852,0.9194331780730346,0.9253018388016321,0.7307901996251199
2009-12-23,000001.SH,20091223,3073.777,3048.199,3078.837,3041.348,0.7979531380648004,0.7421688549469043,0.8089887339900702,0.7272271814915634
2009-12-24,000001.SH,20091224,3153.41,3080.874,3156.531,3075.107,0.9646863979949433,0.8059236333928488,0.971517469301924,0.7933011443741511
2009-12-25,000001.SH,20091225,3141.353,3149.226,3154.774,3128.15,0.9314728172731216,0.948767908281115,0.9609555324284976,0.9024689957846755
2009-12-28,000001.SH,20091228,3188.785,3148.86,3202.087,3148.86,1.028402134425182,0.9404129957818527,1.0577178895218278,0.9404129957818527
2009-12-29,000001.SH,20091229,3211.761,3190.172,3212.516,3166.758,1.0715799577920992,1.0238519533502302,1.07324907833282,0.9720893197867518
2009-12-30,000001.SH,20091230,3262.6,3211.828,3267.001,3206.217,1.1756161404480585,1.063124542100401,1.1853670961781475,1.0506926828407954
2009-12-31,000001.SH,20091231,3277.139,3264.998,3282.211,3250.026,1.1993248396422544,1.1723673719844925,1.2105865376869096,1.1391240472359532
2010-01-04,000001.SH,20100104,3243.76,3289.75,3295.279,3243.319,1.117560966508451,1.2199887342932028,1.232302783610052,1.116578782433802
2010-01-05,000001.SH,20100105,3282.179,3254.468,3290.512,3221.462,1.195971779081334,1.1339910003346014,1.21461007540036,1.0601669743768722
2010-01-06,000001.SH,20100106,3254.215,3277.517,3295.868,3253.044,1.1270727987823892,1.1794704450037141,1.2207351092302847,1.1244396495366082
2010-01-07,000001.SH,20100107,3192.776,3253.991,3268.819,3176.707,0.9831651600824339,1.1216896789562278,1.1552442254866635,0.9468023324456948
2010-01-08,000001.SH,20100108,3195.997,3177.259,3198.92,3149.017,0.9848097439519241,0.9421285620562069,0.9914677167708584,0.8777992879021421
2010-01-11,000001.SH,20100111,3212.75,3301.611,3306.751,3197.328,1.0174033604111785,1.2211611080718998,1.2329470976846226,0.9820408055848356
2010-01-12,000001.SH,20100112,3273.966,3205.705,3275.202,3180.085,1.1522832263579283,0.9947185908483633,1.1551362447650697,0.9355807821178284
2010-01-13,000001.SH,20100113,3172.658,3204.976,3232.818,3165.485,0.9134428149939495,0.9886496961577319,1.0534405243451823,0.896750601410566
2010-01-14,000001.SH,20100114,3215.55,3183.381,3219.016,3165.596,1.0077631211951203,0.9323919111860647,1.0158838776342816,0.8907220746971769
2010-01-15,000001.SH,20100115,3224.152,3217.19,3241.815,3197.221,1.0219329118798728,1.0055250727887155,1.063560556503129,0.9584627144417867
2010-01-18,000001.SH,20100118,3237.098,3213.637,3238.242,3202.207,1.0466487677143264,0.9910118179223867,1.0493617241340012,0.9639059683796608
2010-01-19,000001.SH,20100119,3246.874,3242.216,3268.806,3236.839,1.0646834323965273,1.0535563450043586,1.1170748623417948,1.040711701614987
2010-01-20,000001.SH,20100120,3151.85,3252.037,3255.128,3148.334,0.8323902937141014,1.0736082553059543,1.0810503857148948,0.8239249004698983
2010-01-21,000001.SH,20100121,3158.863,3154.189,3176.147,3126.902,0.8441248712625607,0.8327789978225788,0.8860808140389089,0.7665413323204846
2010-01-22,000001.SH,20100122,3128.588,3118.724,3147.829,3062.629,0.7657053776834551,0.7415319051491017,0.8128588433194538,0.6040612095069127
2010-01-25,000001.SH,20100125,3094.411,3103.32,3136.999,3092.926,0.6764267131558107,0.6984490391444238,0.7817007976998712,0.6727559135045488
2010-01-26,000001.SH,20100126,3019.394,3094.848,3107.198,3001.956,0.4848118430932993,0.6731159414525445,0.7039367808346404,0.44129331700868557
2010-01-27,000001.SH,20100127,2986.607,3020.54,3028.647,2972.627,0.396403914910901,0.48187189824696236,0.5022912228249674,0.36119210319256956
2010-01-28,000001.SH,20100128,2994.143,2985.214,3006.039,2963.891,0.40887938532030577,0.38619191324569013,0.43910563325396335,0.33201283753205807
2010-01-29,000001.SH,20100129,2989.292,2979.743,3024.848,2968.453,0.3899633347032806,0.3654843300589492,0.48111167370567354,0.33654224581614883
2010-02-01,000001.SH,20100201,2941.36,2981.374,2981.374,2912.887,0.2598172611681721,0.3633730030049722,0.3633730030049722,0.1861294859565155
2010-02-02,000001.SH,20100202,2934.713,2955.753,2990.748,2930.559,0.23525353419276498,0.29021576594713694,0.38163227261273797,0.2244021506039978
2010-02-03,000001.SH,20100203,3003.835,2945.034,3005.131,2890.021,0.40927470528663074,0.25417029602125196,0.41269327494374375,0.10905781720428828
2010-02-04,000001.SH,20100204,2995.308,2983.05,3015.126,2968.68,0.38010123995001677,0.3474568059124083,0.43287880511214294,0.3091878781003302
2010-02-05,000001.SH,20100205,2939.402,2936.197,2959.233,2918.909,0.22391006667184118,0.21529873072568503,0.27719287576645213,0.1688485666579311
2010-02-08,000001.SH,20100208,2935.174,2936.452,2954.266,2922.187,0.20537807772799757,0.20883967610737386,0.2570907821560409,0.17020141250659596
2010-02-09,000001.SH,20100209,2948.842,2932.09,2957.474,2929.21,0.2352376831734256,0.18947728773833988,0.25881718015263194,0.18161017104462857
2010-02-10,000001.SH,20100210,2982.5,2967.138,2983.179,2958.217,0.32065828916185474,0.27840966107302534,0.32252567742329974,0.2538750945334838
2010-02-11,000001.SH,20100211,2985.499,2985.082,3001.636,2976.079,0.3225488468735818,0.32139505258094425,0.3671981957951545,0.29648471680967936
2010-02-12,000001.SH,20100212,3018.133,2996.088,3018.858,2993.437,0.4067187469531785,0.34539957232873103,0.40873536757475926,0.33802569471796073
2010-02-22,000001.SH,20100222,3003.398,3016.703,3026.659,3002.811,0.3595272829842602,0.39674184632521603,0.4245891362630263,0.35788542288045405
2010-02-23,000001.SH,20100223,2982.575,2998.907,2998.907,2938.753,0.294899548361465,0.3408561427934157,0.3408561427934157,0.1715888772129903
2010-02-24,000001.SH,20100224,3022.177,2964.984,3023.739,2955.069,0.4003476066318868,0.23866764197309145,0.40476325373550126,0.21063874246455117
2010-02-25,000001.SH,20100225,3060.618,3026.656,3063.004,3022.373,0.5031772691991768,0.4068459290773806,0.5099450266201355,0.3946974357689287
2010-02-26,000001.SH,20100226,3051.943,3053.498,3067.525,3041.689,0.4725391224919633,0.4769705462124856,0.5169445529827577,0.4433173740480777
2010-03-01,000001.SH,20100301,3087.842,3057.006,3093.095,3054.554,0.5687901936591375,0.48031124263789454,0.5838628337458724,0.4732756223270868
2010-03-02,000001.SH,20100302,3073.108,3089.706,3095.992,3060.956,0.5203750456791754,0.5683223047900067,0.5864809064751909,0.4852711119091534
2010-03-03,000001.SH,20100303,3097.005,3074.099,3098.456,3061.467,0.5833299089759414,0.516761016298178,0.5875467719496354,0.480050187157101
2010-03-04,000001.SH,20100304,3023.373,3098.069,3102.398,3016.215,0.3631165152720254,0.5814287436571802,0.5940810093297647,0.34219599836642245
2010-03-05,000001.SH,20100305,3031.065,3026.639,3044.165,3011.088,0.37903104485303035,0.36598984563463577,0.4176301659016004,0.32016885850285604
2010-03-08,000001.SH,20100308,3053.232,3036.415,3058.832,3030.905,0.43797779026839934,0.38802377807903804,0.45461229513017126,0.37165661347397355
2010-03-09,000001.SH,20100309,3069.141,3053.26,3084.85,3028.69,0.47907582399952,0.4314031663202231,0.5262321604697721,0.3576472819816837
2010-03-10,000001.SH,20100310,3048.927,3067.15,3085.994,3034.739,0.4118543273259739,0.4672250409958746,0.5244826675335256,0.36874398953589765
2010-03-11,000001.SH,20100311,3051.282,3050.644,3070.935,3025.309,0.4124747167916938,0.4105122949465335,0.47292530695299784,0.33258446195733954
2010-03-12,000001.SH,20100312,3013.412,3051.474,3057.519,3011.972,0.28837532800045196,0.40704785096576956,0.4258953997368613,0.28388558933537894
2010-03-15,000001.SH,20100315,2976.939,3010.722,3013.517,2963.494,0.16671393353147557,0.27312565765740476,0.28192951666731886,0.12436406434066741
2010-03-16,000001.SH,20100316,2992.841,2974.487,2993.843,2963.438,0.20919954768869495,0.15081681315581383,0.2123868365631607,0.11567075050713733
2010-03-17,000001.SH,20100317,3050.479,2999.815,3050.757,2994.893,0.3858350131576261,0.22293843333789046,0.386728848014525,0.20711305504417604
2010-03-18,000001.SH,20100318,3046.089,3053.158,3063.586,3035.019,0.3647964360597383,0.387834888549181,0.4218205983468762,0.3287183954517123
2010-03-19,000001.SH,20100319,3067.75,3046.749,3069.662,3031.023,0.42899447982363526,0.35968428371046346,0.43530470766842216,0.3077833197527612
2010-03-22,000001.SH,20100322,3074.576,3069.66,3083.345,3061.759,0.4453285054838078,0.4288803220974983,0.4746682369961226,0.402444785698958
2010-03-23,000001.SH,20100323,3053.125,3076.957,3082.965,3051.211,0.36664822780330614,0.44755519872536687,0.4679516858561055,0.3601504121627874
2010-03-24,000001.SH,20100324,3056.808,3058.928,3076.749,3052.213,0.3723114164265432,0.379619703302648,0.4410541280286243,0.3564710493530989
2010-03-25,000001.SH,20100325,3019.176,3051.356,3051.356,3012.308,0.23426246493319797,0.34689157331811177,0.34689157331811177,0.210224655225691
2010-03-26,000001.SH,20100326,3059.715,3017.215,3067.707,3009.905,0.36926806143881064,0.21855771868706428,0.3976086981275616,0.1926355397337641
2010-03-29,000001.SH,20100329,3123.798,3076.048,3130.279,3071.69,0.5914617330755172,0.4199262945721323,0.6147438519643229,0.404270767011971
